subject_id,session,task,label,label_name,epoch_index,sfreq,n_channels,n_times,img_channels,img_height,img_width,file_path,global_index
sub-02,ses-1,eyesopen,0,NS,27,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,87
sub-02,ses-1,eyesopen,0,NS,28,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,88
sub-02,ses-1,eyesopen,0,NS,29,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,89
sub-02,ses-1,eyesopen,0,NS,30,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,90
sub-02,ses-1,eyesopen,0,NS,31,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,91
sub-02,ses-1,eyesopen,0,NS,32,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,92
sub-02,ses-1,eyesopen,0,NS,33,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,93
sub-02,ses-1,eyesopen,0,NS,34,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,94
sub-02,ses-1,eyesopen,0,NS,35,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,95
sub-02,ses-1,eyesopen,0,NS,36,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,96
sub-02,ses-1,eyesopen,0,NS,37,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,97
sub-02,ses-1,eyesopen,0,NS,38,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,98
sub-02,ses-1,eyesopen,0,NS,39,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,99
sub-02,ses-1,eyesopen,0,NS,40,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,100
sub-02,ses-1,eyesopen,0,NS,41,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,101
sub-02,ses-1,eyesopen,0,NS,42,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,102
sub-02,ses-1,eyesopen,0,NS,43,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,103
sub-02,ses-1,eyesopen,0,NS,44,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,104
sub-02,ses-1,eyesopen,0,NS,45,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,105
sub-02,ses-1,eyesopen,0,NS,46,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,106
sub-02,ses-1,eyesopen,0,NS,47,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,107
sub-02,ses-1,eyesopen,0,NS,48,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,108
sub-02,ses-1,eyesopen,0,NS,49,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,109
sub-02,ses-1,eyesopen,0,NS,50,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,110
sub-02,ses-1,eyesopen,0,NS,51,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,111
sub-02,ses-1,eyesopen,0,NS,52,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,112
sub-02,ses-1,eyesopen,0,NS,53,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,113
sub-02,ses-1,eyesopen,0,NS,54,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,114
sub-02,ses-1,eyesopen,0,NS,55,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,115
sub-02,ses-1,eyesopen,0,NS,56,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,116
sub-02,ses-1,eyesopen,0,NS,57,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,117
sub-02,ses-1,eyesopen,0,NS,58,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,118
sub-02,ses-1,eyesopen,0,NS,59,250.0,61,1250,3,61,1250,data\sub-02\ses-1\eeg\sub-02_ses-1_task-eyesopen_eeg.set,119
sub-02,ses-2,eyesopen,1,SD,0,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,120
sub-02,ses-2,eyesopen,1,SD,1,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,121
sub-02,ses-2,eyesopen,1,SD,2,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,122
sub-02,ses-2,eyesopen,1,SD,3,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,123
sub-02,ses-2,eyesopen,1,SD,4,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,124
sub-02,ses-2,eyesopen,1,SD,5,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,125
sub-02,ses-2,eyesopen,1,SD,6,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,126
sub-02,ses-2,eyesopen,1,SD,7,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,127
sub-02,ses-2,eyesopen,1,SD,8,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,128
sub-02,ses-2,eyesopen,1,SD,9,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,129
sub-02,ses-2,eyesopen,1,SD,10,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,130
sub-02,ses-2,eyesopen,1,SD,11,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,131
sub-02,ses-2,eyesopen,1,SD,12,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,132
sub-02,ses-2,eyesopen,1,SD,13,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,133
sub-02,ses-2,eyesopen,1,SD,14,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,134
sub-02,ses-2,eyesopen,1,SD,15,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,135
sub-02,ses-2,eyesopen,1,SD,16,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,136
sub-02,ses-2,eyesopen,1,SD,17,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,137
sub-02,ses-2,eyesopen,1,SD,18,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,138
sub-02,ses-2,eyesopen,1,SD,19,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,139
sub-02,ses-2,eyesopen,1,SD,20,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,140
sub-02,ses-2,eyesopen,1,SD,21,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,141
sub-02,ses-2,eyesopen,1,SD,22,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,142
sub-02,ses-2,eyesopen,1,SD,23,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,143
sub-02,ses-2,eyesopen,1,SD,24,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,144
sub-02,ses-2,eyesopen,1,SD,25,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,145
sub-02,ses-2,eyesopen,1,SD,26,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,146
sub-02,ses-2,eyesopen,1,SD,27,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,147
sub-02,ses-2,eyesopen,1,SD,28,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,148
sub-02,ses-2,eyesopen,1,SD,29,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,149
sub-02,ses-2,eyesopen,1,SD,30,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,150
sub-02,ses-2,eyesopen,1,SD,31,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,151
sub-02,ses-2,eyesopen,1,SD,32,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,152
sub-02,ses-2,eyesopen,1,SD,33,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,153
sub-02,ses-2,eyesopen,1,SD,34,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,154
sub-02,ses-2,eyesopen,1,SD,35,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,155
sub-02,ses-2,eyesopen,1,SD,36,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,156
sub-02,ses-2,eyesopen,1,SD,37,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,157
sub-02,ses-2,eyesopen,1,SD,38,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,158
sub-02,ses-2,eyesopen,1,SD,39,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,159
sub-02,ses-2,eyesopen,1,SD,40,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,160
sub-02,ses-2,eyesopen,1,SD,41,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,161
sub-02,ses-2,eyesopen,1,SD,42,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,162
sub-02,ses-2,eyesopen,1,SD,43,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,163
sub-02,ses-2,eyesopen,1,SD,44,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,164
sub-02,ses-2,eyesopen,1,SD,45,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,165
sub-02,ses-2,eyesopen,1,SD,46,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,166
sub-02,ses-2,eyesopen,1,SD,47,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,167
sub-02,ses-2,eyesopen,1,SD,48,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,168
sub-02,ses-2,eyesopen,1,SD,49,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,169
sub-02,ses-2,eyesopen,1,SD,50,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,170
sub-02,ses-2,eyesopen,1,SD,51,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,171
sub-02,ses-2,eyesopen,1,SD,52,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,172
sub-02,ses-2,eyesopen,1,SD,53,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,173
sub-02,ses-2,eyesopen,1,SD,54,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,174
sub-02,ses-2,eyesopen,1,SD,55,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,175
sub-02,ses-2,eyesopen,1,SD,56,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,176
sub-02,ses-2,eyesopen,1,SD,57,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,177
sub-02,ses-2,eyesopen,1,SD,58,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,178
sub-02,ses-2,eyesopen,1,SD,59,250.0,61,1250,3,61,1250,data\sub-02\ses-2\eeg\sub-02_ses-2_task-eyesopen_eeg.set,179
sub-03,ses-1,eyesopen,0,NS,0,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,180
sub-03,ses-1,eyesopen,0,NS,1,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,181
sub-03,ses-1,eyesopen,0,NS,2,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,182
sub-03,ses-1,eyesopen,0,NS,3,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,183
sub-03,ses-1,eyesopen,0,NS,4,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,184
sub-03,ses-1,eyesopen,0,NS,5,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,185
sub-03,ses-1,eyesopen,0,NS,6,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,186
sub-03,ses-1,eyesopen,0,NS,7,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,187
sub-03,ses-1,eyesopen,0,NS,8,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,188
sub-03,ses-1,eyesopen,0,NS,9,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,189
sub-03,ses-1,eyesopen,0,NS,10,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,190
sub-03,ses-1,eyesopen,0,NS,11,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,191
sub-03,ses-1,eyesopen,0,NS,12,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,192
sub-03,ses-1,eyesopen,0,NS,13,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,193
sub-03,ses-1,eyesopen,0,NS,14,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,194
sub-03,ses-1,eyesopen,0,NS,15,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,195
sub-03,ses-1,eyesopen,0,NS,16,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,196
sub-03,ses-1,eyesopen,0,NS,17,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,197
sub-03,ses-1,eyesopen,0,NS,18,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,198
sub-03,ses-1,eyesopen,0,NS,19,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,199
sub-03,ses-1,eyesopen,0,NS,20,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,200
sub-03,ses-1,eyesopen,0,NS,21,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,201
sub-03,ses-1,eyesopen,0,NS,22,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,202
sub-03,ses-1,eyesopen,0,NS,23,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,203
sub-03,ses-1,eyesopen,0,NS,24,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,204
sub-03,ses-1,eyesopen,0,NS,25,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,205
sub-03,ses-1,eyesopen,0,NS,26,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,206
sub-03,ses-1,eyesopen,0,NS,27,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,207
sub-03,ses-1,eyesopen,0,NS,28,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,208
sub-03,ses-1,eyesopen,0,NS,29,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,209
sub-03,ses-1,eyesopen,0,NS,30,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,210
sub-03,ses-1,eyesopen,0,NS,31,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,211
sub-03,ses-1,eyesopen,0,NS,32,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,212
sub-03,ses-1,eyesopen,0,NS,33,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,213
sub-03,ses-1,eyesopen,0,NS,34,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,214
sub-03,ses-1,eyesopen,0,NS,35,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,215
sub-03,ses-1,eyesopen,0,NS,36,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,216
sub-03,ses-1,eyesopen,0,NS,37,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,217
sub-03,ses-1,eyesopen,0,NS,38,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,218
sub-03,ses-1,eyesopen,0,NS,39,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,219
sub-03,ses-1,eyesopen,0,NS,40,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,220
sub-03,ses-1,eyesopen,0,NS,41,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,221
sub-03,ses-1,eyesopen,0,NS,42,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,222
sub-03,ses-1,eyesopen,0,NS,43,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,223
sub-03,ses-1,eyesopen,0,NS,44,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,224
sub-03,ses-1,eyesopen,0,NS,45,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,225
sub-03,ses-1,eyesopen,0,NS,46,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,226
sub-03,ses-1,eyesopen,0,NS,47,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,227
sub-03,ses-1,eyesopen,0,NS,48,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,228
sub-03,ses-1,eyesopen,0,NS,49,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,229
sub-03,ses-1,eyesopen,0,NS,50,250.0,61,1250,3,61,1250,data\sub-03\ses-1\eeg\sub-03_ses-1_task-eyesopen_eeg.set,230
